State,Agency type,Agency name,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",
,,Mount Laurel Township,1,1,0,0,0,0,0,0,1,1,"41,629"
,,Neptune Township,8,8,2,0,0,1,0,0,2,17,"27,825"
,,New Brunswick,0,0,1,0,0,0,0,0,0,1,"56,577"
,,New Milford,1,1,0,0,0,0,0,0,0,2,"16,701"
,,New Providence,2,1,0,1,0,0,1,1,0,2,"13,283"
,,Newton,1,0,1,0,0,0,1,1,0,0,"7,824"
,,North Arlington,0,1,0,0,0,0,0,0,0,1,"15,868"
,,North Bergen Township3,1,3,0,0,0,0,0,0,1,2,"63,166"
,,Northfield,1,0,0,0,0,0,1,0,0,0,"8,324"
,,North Haledon,1,0,1,0,0,0,1,1,0,0,"8,469"
,,"Ocean Township, Monmouth County",2,2,1,0,0,0,1,2,0,2,"26,947"
,,Old Bridge Township,3,1,0,0,0,0,2,1,0,1,"66,321"
,,Oradell,0,1,0,0,0,0,0,1,0,0,"8,243"
,,Paramus,1,1,0,0,0,0,0,0,0,2,"26,744"
,,Parsippany-Troy Hills Township,1,0,0,0,0,0,1,0,0,0,"52,447"
,,Paulsboro,1,0,0,0,0,0,0,0,0,1,"5,812"
,,Pemberton Township,1,0,0,0,0,0,1,0,0,0,"27,212"
,,Pennsauken Township,1,0,0,0,0,0,1,0,0,0,"35,420"
,,Piscataway Township,0,3,0,0,0,0,2,1,0,0,"57,342"
,,Pitman,3,0,0,0,0,0,0,0,0,3,"8,696"
,,Pleasantville,0,1,0,0,0,0,0,0,0,1,"20,799"
,,Point Pleasant Beach,1,0,0,0,0,0,0,0,1,0,"4,472"
,,Pompton Lakes,1,3,1,0,0,0,1,1,2,1,"11,062"
,,Princeton,0,0,1,0,0,0,1,0,0,0,"31,856"
,,Rahway,2,0,0,0,0,0,0,0,0,2,"30,113"
,,Randolph Township,2,2,0,0,0,0,1,3,0,0,"25,552"
,,Raritan Township,1,0,0,0,0,0,0,1,0,0,"22,092"
,,Ridgefield Park,1,0,0,0,0,0,0,0,0,1,"13,028"
,,Ridgewood,1,4,0,0,0,0,1,1,0,3,"25,429"
,,Riverside Township,1,0,0,0,0,0,0,0,0,1,"7,875"
,,River Vale Township,0,1,0,0,0,0,0,0,0,1,"10,157"
,,Rockaway Township,9,3,2,0,0,0,9,2,1,2,"25,328"
,,Roselle,2,0,0,0,0,0,0,1,1,0,"21,787"
,,Scotch Plains Township,0,1,0,0,0,0,0,0,0,1,"24,423"
,,Sea Girt,1,0,0,0,0,0,0,1,0,0,"1,766"
,,Secaucus,1,0,0,0,0,0,0,0,0,1,"20,482"
,,Shrewsbury,1,0,0,0,0,0,0,0,0,1,"4,170"
,,South Brunswick Township3,4,4,0,0,0,0,2,3,1,1,"46,340"
,,South Orange Village,2,1,0,0,0,0,0,1,2,0,"16,880"
,,South Plainfield,1,0,0,0,0,0,1,0,0,0,"24,238"
,,Sparta Township,2,0,0,0,0,0,1,0,0,1,"18,694"
,,Spotswood,1,0,1,0,0,0,1,1,0,0,"8,364"
,,Stanhope,0,1,0,0,0,0,0,0,0,1,"3,306"
,,Summit,1,4,0,0,0,0,1,0,0,4,"22,125"
,,Teaneck Township,0,1,0,0,0,2,0,1,1,1,"40,939"
,,Tenafly,0,1,0,0,0,0,0,1,0,0,"14,742"
,,Tinton Falls,2,0,0,0,1,0,1,0,2,0,"17,754"
,,Toms River Township,1,5,0,0,0,0,0,3,1,2,"92,191"
,,Totowa,1,0,0,0,0,0,1,0,0,0,"10,666"
,,Tuckerton,1,0,0,0,0,0,0,1,0,0,"3,336"
,,Union City,1,1,0,0,0,0,0,1,1,0,"69,950"
,,Verona,0,1,0,0,0,0,1,0,0,0,"13,437"
,,Vineland,2,0,0,0,0,0,0,0,2,0,"60,330"
,,Voorhees Township3,2,1,0,0,0,0,1,0,0,1,"29,071"
,,"Washington Township, Gloucester County",0,1,0,0,0,0,0,0,1,0,"47,024"
,,"Washington Township, Morris County",0,1,0,0,0,0,0,0,0,1,"18,484"
,,"Washington Township, Warren County",1,0,0,0,0,0,0,0,1,0,"6,434"
,,Wayne Township,2,2,0,0,0,0,0,0,1,3,"54,340"
,,Weehawken Township,1,0,0,0,0,0,1,0,0,0,"15,567"
,,Westampton Township,1,0,0,0,0,0,0,0,1,0,"8,752"
,,Westfield3,4,4,0,0,0,0,0,0,0,5,"30,011"
,,West New York,1,0,1,0,0,0,1,1,0,0,"54,095"
,,West Orange,3,1,0,0,0,0,1,2,0,1,"48,071"
,,West Windsor Township,3,0,0,0,0,0,0,2,1,0,"28,277"
,,Willingboro Township,0,0,1,0,0,0,0,1,0,0,"32,124"
,,Winslow Township,1,0,0,0,0,0,1,0,0,0,"38,382"
,,Woodbridge Township,1,0,1,0,0,0,0,1,0,1,"100,884"
,,Woodbury,12,0,3,1,0,0,3,4,4,5,"9,746"
,Universities and Colleges,,29,15,7,0,0,0,,,,,
,,Monmouth University,1,0,1,0,0,0,0,0,0,2,"7,049"
,,Montclair State University,6,3,0,0,0,0,3,1,0,5,"23,989"
,,Princeton University,4,0,0,0,0,0,0,1,1,2,"8,483"
,,Rutgers University:,,,,,,,,,,,
,,Newark,1,0,0,0,0,0,0,0,1,0,"15,098"
,,New Brunswick3,12,12,6,0,0,0,7,7,9,6,"56,027"
,,The College of New Jersey,5,0,0,0,0,0,1,0,0,4,"8,792"
,State Police Agencies,,1,0,0,0,0,0,,,,,
,,"State Police, Atlantic County",1,0,0,0,0,0,0,1,0,0,
,Other Agencies,,1,0,0,0,0,0,,,,,
,,New Jersey Transit Police,1,0,0,0,0,0,1,0,0,0,
New Mexico,Total, ,21,3,3,0,0,1,,,,,
,Cities,,20,3,3,0,0,1,,,,,
,,Albuquerque,19,3,3,0,0,1,8,8,9,1,"560,235"
,,Belen,1,0,0,0,0,0,1,0,0,0,"7,061"
,Metropolitan Counties,,1,0,0,0,0,0,,,,,
,,Bernalillo,1,0,0,0,0,0,,1,,,
New York,Total,,153,286,69,1,1,13,,,,,
,Cities,,117,235,51,0,0,12,,,,,
,,Albany,5,4,3,0,0,0,2,3,6,1,"98,322"
,,Amherst Town,5,0,0,0,0,0,1,1,3,0,"121,343"
,,Binghamton,1,1,0,0,0,0,1,0,0,1,"44,876"
,,Buffalo,5,0,0,0,0,1,0,1,3,2,"258,219"
,,Colonie Town,1,0,1,0,0,0,1,0,1,0,"79,842"
,,DeWitt Town,0,0,1,0,0,0,0,1,0,0,"25,268"
,,Endicott Village,1,0,1,0,0,0,0,0,1,1,"12,754"
,,Hamburg Town,1,0,0,0,0,0,0,0,0,1,"46,490"
,,Hastings-on-Hudson Village,0,6,0,0,0,0,2,0,0,4,"8,030"
,,Hempstead Village,1,0,0,0,0,0,0,0,0,1,"56,059"
,,Hoosick Falls Village,0,1,0,0,0,0,0,0,1,0,"3,386"
,,Kingston,0,1,0,0,0,0,1,0,0,0,"23,077"
,,Larchmont Village,0,1,0,0,0,0,1,0,0,0,"6,200"
,,Monroe Village,1,0,0,0,0,0,1,0,0,0,"8,665"
,,Mount Vernon,3,1,0,0,0,0,2,1,1,0,"68,889"
,,Newburgh,0,0,1,0,0,0,0,1,0,0,"28,282"
,,New York,84,216,41,0,0,10,62,80,89,120,"8,523,171"
,,Niagara Falls,1,0,0,0,0,0,1,0,0,0,"48,225"
,,Pelham Village,0,1,0,0,0,0,0,0,0,1,"7,036"
,,Ramapo Town,0,1,0,0,0,0,0,1,0,0,"95,068"
,,Rochester,4,0,1,0,0,0,1,3,1,0,"207,701"
,,Rosendale Town,0,0,0,0,0,1,1,0,0,0,"5,889"
,,Saugerties Town,1,0,0,0,0,0,0,0,1,0,"19,136"
,,Southampton Town,0,1,0,0,0,0,0,0,0,1,"51,231"
,,Spring Valley Village,1,0,0,0,0,0,0,1,0,0,"32,909"
,,Tarrytown Village,0,0,1,0,0,0,0,1,0,0,"11,617"
,,Watervliet,0,0,1,0,0,0,0,0,1,0,"10,115"
,,Westhampton Beach Village,0,1,0,0,0,0,0,1,0,0,"1,819"
,,Yonkers,2,0,0,0,0,0,1,0,1,0,"202,827"
,Universities and Colleges,,6,4,0,0,0,0,,,,,
,,State University of New York Police:  ,,,,,,,,,,,
,,Alfred,1,0,0,0,0,0,1,0,0,0,"4,198"
,,Canton,1,0,0,0,0,0,0,0,0,1,"5,183"
,,Geneseo,1,0,0,0,0,0,1,0,0,0,"5,941"
,,Maritime,0,1,0,0,0,0,0,0,0,1,"2,007"
,,Purchase,0,1,0,0,0,0,0,0,0,1,"4,815"
,,Stony Brook,3,2,0,0,0,0,0,2,2,1,"29,798"
,Metropolitan Counties,,10,21,13,1,1,0,,,,,
,,Dutchess,0,1,2,0,0,0,1,0,2,0,
,,Nassau,5,14,0,0,0,0,3,5,3,8,
,,Ontario,0,0,0,0,1,0,0,0,1,0,
,,Oswego,0,0,1,0,0,0,1,0,0,0,
,,Suffolk County Police Department,5,6,9,1,0,0,7,3,5,6,
,,Westchester Public Safety,0,0,1,0,0,0,0,0,1,0,
,State Police Agencies,,10,9,3,0,0,1,,,,,
,,State Police:,,,,,,,,,,,
,,Cayuga County,1,0,0,0,0,0,0,0,0,1,
,,Clinton County ,1,0,1,0,0,0,0,2,0,0,
,,Dutchess County ,0,0,1,0,0,0,0,0,1,0,
,,Herkimer County,0,2,0,0,0,0,1,1,0,0,
,,Onondaga County ,1,1,0,0,0,0,0,0,0,2,
,,Oswego County ,0,0,1,0,0,0,0,1,0,0,
,,Putnam County ,1,0,0,0,0,0,0,0,1,0,
,,Rockland County,0,1,0,0,0,0,0,0,0,1,
,,Saratoga County ,0,1,0,0,0,0,1,0,0,0,
,,Schoharie County,2,0,0,0,0,0,0,1,1,0,
,,Seneca County,1,0,0,0,0,0,0,1,0,0,
,,Tompkins County ,0,2,0,0,0,0,2,0,0,0,
,,Ulster County ,0,0,0,0,0,1,1,0,0,0,
,,Wayne County ,3,0,0,0,0,0,0,0,3,0,
,,Westchester County ,0,2,0,0,0,0,2,0,0,0,
,Other Agencies,,10,17,2,0,0,0,,,,,
,,"New York City Department of Environmental Protection Police, Eastview Precinct",0,1,1,0,0,0,0,0,0,2,
,,New York City Metropolitan Transportation Authority,9,16,1,0,0,0,6,9,7,4,
,,"State Park, Central Region",1,0,0,0,0,0,0,1,0,0,
North Carolina,Total,,83,27,29,3,0,0,,,,,
,Cities,,70,24,22,2,0,0,,,,,
,,Apex,1,0,0,0,0,0,0,0,0,1,"52,577"
,,Asheville,2,1,0,0,0,0,1,1,1,0,"93,186"
,,Boone,1,0,2,0,0,0,0,0,1,2,"19,524"
,,Carolina Beach,3,0,0,0,0,0,0,1,0,2,"6,352"
,,Cary,0,5,0,0,0,0,0,0,0,5,"168,700"
,,Charlotte-Mecklenburg,13,6,4,1,0,0,6,6,5,6,"931,235"
,,Dunn,0,0,0,1,0,0,0,0,1,0,"9,793"
,,Durham,8,3,1,0,0,0,1,9,0,2,"273,726"
,,Fayetteville,3,0,0,0,0,0,1,1,1,0,"210,117"
,,Greensboro,8,0,3,0,0,0,2,1,4,4,"293,298"
,,Hendersonville,1,0,0,0,0,0,1,0,0,0,"14,081"
,,Hickory,0,1,0,0,0,0,0,0,0,1,"40,617"
,,Hope Mills,1,0,0,0,0,0,0,0,1,0,"16,219"
,,Huntersville,1,1,1,0,0,0,1,0,0,1,"57,677"
,,Jacksonville,1,0,1,0,0,0,1,0,1,0,"71,715"
,,Lexington,1,0,0,0,0,0,0,0,0,1,"18,754"
,,Mocksville,2,0,0,0,0,0,0,0,1,1,"5,303"
,,Mooresville,2,0,1,0,0,0,1,1,1,0,"38,340"
,,Morganton,1,0,1,0,0,0,0,1,1,0,"16,478"
,,New Bern,2,0,0,0,0,0,0,2,0,0,"29,600"
,,Newton,2,0,0,0,0,0,0,0,2,0,"13,121"
,,Pittsboro,3,0,0,0,0,0,1,1,1,0,"4,289"
,,Raleigh,3,4,3,0,0,0,2,1,3,4,"472,472"
,,Roanoke Rapids,4,0,1,0,0,0,1,3,1,0,"14,664"
,,Salisbury,2,0,1,0,0,0,1,0,1,1,"33,901"
,,Southern Shores,0,0,1,0,0,0,0,1,0,0,"2,907"
,,Statesville,0,0,1,0,0,0,0,0,1,0,"26,975"
,,Wilmington,5,3,1,0,0,0,1,4,0,4,"120,920"
,Universities and Colleges,,1,2,1,0,0,0,,,,,
,,Duke University,1,1,0,0,0,0,0,0,1,1,"16,599"
,,East Carolina University,0,1,0,0,0,0,1,0,0,0,"32,388"
,,"University of North Carolina, Wilmington",0,0,1,0,0,0,0,1,0,0,"18,287"
,Metropolitan Counties,,11,1,5,1,0,0,,,,,
,,Buncombe,1,0,0,0,0,0,0,1,0,0,
,,Currituck,0,0,0,1,0,0,0,0,1,0,
,,Forsyth,1,0,1,0,0,0,0,1,0,1,
,,Franklin,2,0,0,0,0,0,0,1,1,0,
,,Lincoln,2,0,0,0,0,0,0,1,1,0,
,,New Hanover,2,0,0,0,0,0,1,1,0,0,
,,Pitt,1,0,3,0,0,0,0,0,1,3,
,,Wake,1,1,1,0,0,0,1,1,1,0,
,,Wayne,1,0,0,0,0,0,0,0,0,1,
,Nonmetropolitan Counties,,1,0,1,0,0,0,,,,,
,,Greene,1,0,0,0,0,0,1,0,0,0,
,,Martin,0,0,1,0,0,0,0,0,1,0,
North Dakota,Total,,4,3,3,0,0,0,,,,,
,Cities,,3,2,3,0,0,0,,,,,
,,Bismarck,1,0,1,0,0,0,0,0,1,1,"74,644"
,,Devils Lake,0,0,1,0,0,0,0,0,1,0,"7,314"
,,Dickinson,1,0,0,0,0,0,0,0,1,0,"22,878"
,,Fargo,0,1,1,0,0,0,0,0,2,0,"124,906"
,,Grand Forks,0,1,0,0,0,0,0,0,0,1,"57,662"
,,Williston,1,0,0,0,0,0,0,1,0,0,"27,390"
,Universities and Colleges, ,1,0,0,0,0,0,,,,,
,,University of North Dakota,1,0,0,0,0,0,1,0,0,0,"18,104"
,Metropolitan Counties, ,0,1,0,0,0,0,,,,,
,,Morton,0,1,0,0,0,0,0,1,0,0,
Ohio,Total,,218,40,54,32,2,4,,,,,
,Cities,,187,29,48,31,1,4,,,,,
,,Akron,5,0,2,1,0,0,0,2,5,1,"197,690"
,,Ashland,0,0,1,1,0,0,0,0,2,0,"20,446"
,,Austintown,0,0,1,0,0,0,0,0,1,0,"35,029"
,,Barberton,1,0,0,2,0,0,1,1,1,0,"26,060"
,,Bellefontaine,0,0,0,0,0,1,0,0,1,0,"13,137"
,,Boardman,1,0,0,0,0,0,1,0,0,0,"39,121"
,,Brunswick,1,0,0,0,0,0,0,1,0,0,"34,954"
,,Canton,2,0,0,0,0,0,0,0,2,0,"70,605"
,,Cincinnati,24,4,2,0,0,0,10,6,7,7,"301,952"
,,Circleville,0,1,0,0,0,0,0,0,1,0,"13,993"
,,Cleveland,25,4,3,4,1,1,7,5,11,15,"384,666"
,,Colerain Township,1,0,0,0,0,0,0,1,0,0,"59,312"
,,Columbus,42,6,19,4,0,0,11,23,22,15,"873,582"
,,Copley Township,1,0,0,1,0,0,1,0,1,,"17,307"
,,Dayton,2,1,0,0,0,0,0,1,2,0,"140,094"
,,Defiance,0,0,0,0,0,1,0,1,0,0,"16,620"
,,Delaware,0,1,0,0,0,0,1,0,0,0,"39,944"
,,Delhi Township,0,0,1,0,0,0,0,1,0,0,"29,700"
,,Elyria,0,0,1,0,0,0,1,0,,,"53,796"
,,Englewood,0,1,0,1,0,0,1,0,1,0,"13,474"
,,Fairborn,1,0,0,0,0,0,1,0,0,0,"33,604"
,,Findlay,1,0,0,0,0,0,0,0,1,0,"41,351"
,,Girard,2,0,0,0,0,0,0,2,0,0,"9,304"
,,Green Township,2,0,0,0,0,0,0,0,0,2,"59,132"
,,Grove City,1,0,0,0,0,0,0,0,0,1,"41,833"
,,Hamilton,4,0,0,1,0,0,1,3,1,0,"62,059"
,,Huber Heights,2,1,2,0,0,0,0,3,1,1,"36,964"
,,"Jackson Township, Stark County",1,1,0,0,0,0,0,1,0,1,"40,416"
,,Johnstown,1,0,0,0,0,0,0,0,1,0,"5,054"
,,Lancaster,1,0,1,0,0,0,0,1,1,0,"40,498"
,,Lebanon,0,0,0,1,0,0,0,0,0,1,"20,696"
,,Liberty Township,1,0,0,0,0,0,0,0,0,1,"11,456"
,,Lockland,1,0,0,0,0,0,0,0,0,1,"3,462"
,,"Madison Township, Franklin County",0,0,0,3,0,0,0,0,2,1,"19,241"
,,"Madison Township, Lake County",0,0,0,0,0,1,1,0,0,0,"15,626"
,,Mansfield,3,0,1,0,0,0,1,0,1,2,"45,941"
,,Marietta,1,0,0,0,0,0,0,0,1,0,"13,618"
,,Massillon,1,1,0,1,0,0,0,1,2,0,"32,361"
,,Maumee,0,0,1,0,0,0,0,0,1,0,"13,720"
,,Mayfield Heights,0,0,0,1,0,0,0,0,1,0,"18,648"
,,Medina,1,1,0,0,0,0,0,1,1,0,"26,128"
,,Mentor-on-the-Lake,2,0,0,0,0,0,0,1,0,1,"7,399"
,,"Miami Township, Clermont County",2,0,0,0,0,0,1,0,1,0,"42,493"
,,"Miami Township, Montgomery County",2,0,0,0,0,0,0,1,0,1,"29,065"
,,Middletown,4,0,0,1,0,0,,2,2,1,"46,084"
,,Monroe,0,0,0,2,0,0,2,0,0,0,"16,168"
,,Montgomery,1,0,0,0,0,0,0,0,0,1,"10,807"
,,Montville Township,1,0,0,0,0,0,0,1,0,0,"11,831"
,,Mount Healthy,0,0,1,0,0,0,1,0,0,0,"6,058"
,,Mount Orab,0,0,1,0,0,0,0,0,1,0,"3,485"
,,Napoleon,0,0,1,0,0,0,0,0,0,1,"8,236"
,,New Albany,1,0,0,0,0,0,0,0,0,1,"10,997"
,,Newton Falls,3,1,0,0,0,0,0,1,2,1,"4,516"
,,North Canton,1,0,1,0,0,0,0,0,2,0,"17,265"
,,North College Hill,1,0,0,0,0,0,0,0,1,0,"9,299"
,,Norton,1,0,0,0,0,0,0,1,0,0,"11,999"
,,Norwood,1,0,0,0,0,0,0,1,0,0,"19,976"
,,Oak Harbor,2,0,0,0,0,0,0,0,2,0,"2,716"
,,Ontario,0,0,0,1,0,0,0,0,0,1,"6,056"
,,Pickerington,1,0,0,0,0,0,0,1,0,0,"20,631"
,,Poland Township,1,0,0,0,0,0,0,0,1,0,"11,888"
,,Portsmouth,0,1,2,0,0,0,0,2,1,0,"20,473"
,,Reading,1,0,0,0,0,0,0,0,1,0,"10,991"
,,Reynoldsburg,1,0,0,0,0,0,0,0,1,0,"28,025"
,,Riverside,1,0,0,0,0,0,0,0,0,1,"25,083"
,,Ross Township,1,0,0,0,0,0,0,0,0,1,"8,879"
,,Shelby,1,0,0,0,0,0,0,1,0,0,"8,984"
,,Sidney,0,1,0,0,0,0,0,1,0,0,"20,537"
,,Solon,1,0,0,0,0,0,0,1,0,0,"22,948"
,,"Springfield Township, Summit County",1,0,0,0,0,0,0,0,0,1,"14,572"
,,Sylvania Township,1,0,0,0,0,0,0,0,1,0,"29,574"
,,Tipp City,0,1,0,0,0,0,0,1,0,0,"9,995"
,,Toledo,5,0,2,0,0,0,1,1,3,2,"275,023"
,,Trotwood,3,0,0,0,0,0,0,2,1,0,"24,380"
,,Upper Arlington,2,0,0,0,0,0,1,0,1,0,"35,572"
,,Urbana,2,1,0,1,0,0,1,3,0,0,"11,337"
,,Van Wert,2,1,0,0,0,0,0,1,2,0,"10,631"
,,Village of Leesburg,1,0,0,0,0,0,0,1,0,0,"1,301"
,,Wapakoneta,0,0,0,1,0,0,1,0,0,0,"9,771"
,,Washington Court House,1,0,0,0,0,0,0,0,0,1,"14,210"
,,Wauseon,0,1,0,0,0,0,0,0,1,0,"7,345"
,,Weathersfield,4,0,0,0,0,0,,,,4,"7,988"
,,Wilmington,3,0,0,0,0,0,0,1,1,1,"12,386"
,,Wooster,0,0,1,2,0,0,0,1,1,1,"26,688"
,,Youngstown,1,0,1,0,0,0,0,0,1,1,"64,271"
,,Zanesville,2,0,3,2,0,0,1,3,2,1,"25,371"
,Universities and Colleges,,5,4,1,0,1,0,,,,,
,,Bowling Green State University,2,1,1,0,0,0,2,0,2,0,"20,395"
,,Notre Dame College,1,0,0,0,0,0,1,0,0,0,"2,296"
,,"Ohio State University, Columbus",2,3,0,0,1,0,0,1,1,4,"64,723"
,Metropolitan Counties,,12,3,3,1,0,0,,,,,
,,Clark,1,0,0,0,0,0,0,1,0,0,
,,Clermont,1,0,0,0,0,0,0,0,1,0,
,,Cuyahoga,1,0,0,0,0,0,0,0,1,0,
,,Fairfield,0,0,0,1,0,0,0,1,0,0,
,,Greene,1,0,0,0,0,0,1,0,0,0,
,,Hocking,0,0,1,0,0,0,1,0,0,0,
,,Licking,0,1,0,0,0,0,1,,,,
,,Lorain,1,0,0,0,0,0,0,1,0,0,
,,Montgomery,1,0,2,0,0,0,1,2,0,0,
,,Stark,3,0,0,0,0,0,1,0,0,2,
,,Summit,2,0,0,0,0,0,0,0,1,1,
,,Trumbull,1,0,0,0,0,0,0,1,0,0,
,,Warren,0,2,0,0,0,0,1,0,1,0,
,Nonmetropolitan Counties,,10,4,2,0,0,0,,,,,
,,Hardin,0,1,0,0,0,0,1,0,0,0,
,,Logan,1,0,0,0,0,0,0,0,0,1,
,,Morgan,1,0,0,0,0,0,0,0,1,0,
,,Pike,1,0,0,0,0,0,0,1,0,0,
,,Preble,0,0,1,0,0,0,0,0,1,0,
,,Ross,4,2,0,0,0,0,2,0,2,2,
,,Van Wert,1,0,0,0,0,0,0,1,0,0,
,,Vinton,2,0,0,0,0,0,0,1,0,1,
,,Washington,0,0,1,0,0,0,0,0,0,1,
,,Wayne,0,1,0,0,0,0,0,0,0,1,
,State Police Agencies,,1,0,0,0,0,0,,,,,
,,Ohio State Highway Patrol,1,0,0,0,0,0,0,0,0,1,
,Other Agencies,,3,0,0,0,0,0,,,,,
,,Cleveland Metropolitan Park District,1,0,0,0,0,0,0,0,0,1,
,,Greater Cleveland Regional Transit Authority,1,0,0,0,0,0,0,0,1,0,
,,Ohio Department of Natural Resources,1,0,0,0,0,0,0,0,1,0,
Oklahoma,Total,,16,1,3,0,0,0,,,,,
,Cities,,9,1,3,0,0,0,,,,,
,,Cushing,0,1,0,0,0,0,0,0,0,1,"7,687"
,,Enid,2,0,0,0,0,0,0,0,2,0,"50,214"
,,Jay,1,0,0,0,0,0,0,1,0,0,"2,532"
,,Maud,0,0,1,0,0,0,1,0,0,0,706
,,Muskogee,1,0,1,0,0,0,1,0,1,0,"37,659"
,,Norman,1,0,0,0,0,0,0,0,0,1,"124,577"
,,North Enid,0,0,1,0,0,0,0,0,1,0,928
,,Oklahoma City,1,0,0,0,0,0,0,0,1,0,"526,630"
,,Owasso,1,0,0,0,0,0,0,0,0,1,"34,036"
,,Tulsa,1,0,0,0,0,0,0,0,1,0,"397,021"
,,Woodward,1,0,0,0,0,0,0,0,1,0,"12,323"
,Metropolitan Counties,,4,0,0,0,0,0,,,,,
,,Logan,1,0,0,0,0,0,0,0,1,0,
,,Okmulgee,1,0,0,0,0,0,1,0,0,0,
,,Rogers,2,0,0,0,0,0,0,0,1,1,
,Nonmetropolitan Counties,,3,0,0,0,0,0,,,,,
,,Cherokee,1,0,0,0,0,0,0,0,0,1,
,,Kingfisher,1,0,0,0,0,0,0,0,0,1,
,,Okfuskee,1,0,0,0,0,0,0,1,0,0,
Oregon,Total,,71,16,23,2,0,8,,,,,
,Cities,,56,14,18,2,0,8,,,,,
,,Albany,1,0,0,0,0,0,0,1,0,0,"46,472"
,,Ashland,0,0,1,0,0,0,0,0,0,1,"21,269"
,,Astoria,2,0,0,0,0,0,0,2,0,0,"9,918"
,,Baker City,2,0,0,0,0,0,1,0,1,0,"9,779"
,,Bend,1,0,0,0,0,0,0,1,0,0,"97,403"
,,Corvallis,1,0,0,0,0,0,1,0,0,0,"58,491"
,,Eugene,18,7,9,1,0,4,11,15,6,7,"170,771"
,,Grants Pass,1,0,0,0,0,0,0,0,0,1,"37,814"
,,Hermiston,1,0,0,0,0,0,1,0,0,0,"17,517"
,,Hillsboro,3,1,1,0,0,0,2,1,0,2,"109,121"
,,Klamath Falls,2,0,0,1,0,0,1,1,0,1,"22,242"
,,McMinnville,1,0,0,0,0,0,0,0,0,1,"34,669"
,,Medford,0,1,0,0,0,0,0,1,0,0,"82,800"
,,Milwaukie,2,0,0,0,0,1,0,0,3,0,"20,873"
,,Newberg-Dundee,1,0,0,0,0,0,1,0,0,0,"27,122"
,,North Bend,1,0,0,0,0,0,0,1,0,0,"9,705"
,,Oregon City3,3,1,0,0,0,0,0,0,3,0,"36,918"
,,Portland,8,0,4,0,0,3,2,3,8,2,"654,636"
,,Reedsport,1,0,0,0,0,0,0,0,0,1,"4,117"
,,Salem,3,0,2,0,0,0,2,2,1,0,"144,501"
,,Springfield,2,0,0,0,0,0,0,1,1,0,"62,786"
,,Tigard,1,1,1,0,0,0,1,0,1,1,"53,880"
,,West Linn,1,2,0,0,0,0,0,1,1,1,"26,934"
,,Woodburn,0,1,0,0,0,0,1,0,0,0,"26,031"
,Universities and Colleges,,1,1,0,0,0,0,,,,,
,,Portland State University,1,1,0,0,0,0,0,0,1,1,"36,762"
,Metropolitan Counties,,13,1,4,0,0,0,,,,,
,,Clackamas3,5,0,1,0,0,0,2,1,1,1,
,,Jackson,1,0,0,0,0,0,0,0,0,1,
,,Lane,0,0,1,0,0,0,0,0,0,1,
,,Linn,2,0,0,0,0,0,0,1,1,0,
,,Washington,5,0,2,0,0,0,0,3,2,2,
,,Yamhill,0,1,0,0,0,0,1,0,0,0,
,Nonmetropolitan Counties,,1,0,1,0,0,0,,,,,
,,Morrow,1,0,0,0,0,0,0,1,0,0,
,,Wasco,0,0,1,0,0,0,1,0,0,0,
Pennsylvania,Total,,43,19,5,0,0,0,,,,,
,Cities,,37,18,4,0,0,0,,,,,
,,Bethlehem,1,0,0,0,0,0,1,0,0,0,"55,878"
,,Horsham Township,0,1,0,0,0,0,0,0,0,1,"26,615"
,,Northern York County Regional,1,0,0,0,0,0,0,1,0,0,"69,814"
,,Old Lycoming Township,0,0,1,0,0,0,0,0,1,0,"4,927"
,,Philadelphia,24,14,3,0,0,0,8,6,5,22,"1,586,916"
,,Pittsburgh,7,2,0,0,0,0,0,2,3,4,"302,544"
,,State College,1,0,0,0,0,0,1,0,0,0,"58,781"
,,"Washington Township, Franklin County",2,1,0,0,0,0,0,2,0,1,"14,671"
,,Watsontown,1,0,0,0,0,0,1,0,0,0,"2,275"
,Universities and Colleges,,4,1,1,0,0,0,,,,,
,,California University,0,0,1,0,0,0,0,0,1,0,"9,869"
,,Lehigh University,1,0,0,0,0,0,0,1,0,0,"7,586"
,,"Pennsylvania State University, University Park",2,1,0,0,0,0,0,1,1,0,"50,920"
,,"University of Pittsburgh, Pittsburgh",1,0,0,0,0,0,0,1,0,0,"31,947"
,State Police Agencies,,2,0,0,0,0,0,,,,,
,,Snyder County,1,0,0,0,0,0,0,0,1,0,
,,York County,1,0,0,0,0,0,1,0,0,0,
Rhode Island,Total,,6,3,4,0,0,0,,,,,
,Cities,,5,3,4,0,0,0,,,,,
,,Coventry,1,0,0,0,0,0,1,0,0,0,"34,814"
,,Cumberland,1,0,0,0,0,0,0,1,0,0,"35,018"
,,Johnston,0,0,1,0,0,0,1,0,0,0,"29,317"
,,Newport,0,0,1,0,0,0,0,1,0,0,"24,863"
,,North Kingstown,0,1,0,0,0,0,0,0,0,1,"26,101"
,,Pawtucket,1,0,0,0,0,0,0,1,0,0,"71,892"
,,Providence,2,2,1,0,0,0,0,1,2,2,"180,169"
,,South Kingstown,0,0,1,0,0,0,0,1,0,0,"30,816"
